virus	virusid	host	hostid	coronavirus
bandicota indica cytomegalovirus 3	3877225	bandicota indica	3899148	0
bandicota indica cytomegalovirus 4	3877226	bandicota indica	3899148	0
bandicota savilei rhadinovirus 1	3846808	bandicota savilei	3899149	0
banna virus	3525422	bos taurus	3434101	0
banna virus	3525422	homo sapiens	3433574	0
banna virus	3525422	sus scrofa	3433956	0
barmah forest virus	3435773	homo sapiens	3433574	0
barur ledantevirus	24562545	rattus rattus	3434407	0
bastrovirus bas-1	27699795	homo sapiens	3433574	0
bat alphacoronavirus	2419667	chaerephon pumilus	3708738	1
bat alphacoronavirus	2419667	miniopterus natalensis	3750009	1
bat alphacoronavirus	2419667	myotis brandtii	3581327	1
bat alphacoronavirus	2419667	myotis daubentonii	3563007	1
bat alphacoronavirus	2419667	neoromicia capensis	3583804	1
bat alphacoronavirus	2419667	neoromicia nanus	3993343	1
bat alphacoronavirus	2419667	rhinolophus capensis	3759839	1
bat alphacoronavirus	2419667	rhinolophus clivosus	3494229	1
bat alphacoronavirus	2419667	rhinolophus simulator	3954107	1
bat alphacoronavirus	2419667	scotophilus dinganii	3723896	1
bat alphacoronavirus/uf-fwc/2016/3	1920891	tadarida brasiliensis	3433309	1
bat associated circovirus	2486204	myotis frater	3658575	0
bat associated circovirus	2486204	myotis macrodactylus	3658577	0
bat associated circovirus	2486204	myotis petax	3959181	0
bat associated circovirus	2486204	plecotus auritus	3498351	0
bat associated circovirus 1	1868218	rhinolophus ferrumequinum	3494231	0
bat associated circovirus 10	2560338	myotis macrodactylus	3658577	0
bat associated circovirus 2	1868219	rhinolophus ferrumequinum	3494231	0
bat associated circovirus 3	1868220	rhinolophus ferrumequinum	3494231	0
bat associated circovirus 4	27414310	tadarida brasiliensis	3433309	0
bat associated circovirus 5	2003310	plecotus auritus	3498351	0
bat associated circovirus 6	2003311	rhinolophus affinis	3494227	0
bat associated circovirus 7	2003312	rhinolophus sinicus	3546014	0
bat associated circovirus 8	2003313	myotis ricketti	3673960	0
bat associated circovirus 9	2169823	rhinolophus ferrumequinum	3494231	0
bat associated cyclovirus 10	1987735	molossus molossus	3441068	0
bat associated cyclovirus 10	1987735	tadarida brasiliensis	3433309	0
bat associated cyclovirus 12	1987737	molossus molossus	3441068	0
bat associated cyclovirus 12	1987737	tadarida brasiliensis	3433309	0
bat associated cyclovirus 13	1987738	plecotus auritus	3498351	0
bat associated cyclovirus 14	27464166	pteropus tonganus	3524424	0
bat associated cyclovirus 15	27464168	pteropus tonganus	3524424	0
bat associated cyclovirus 16	27697599	pteropus tonganus	3524424	0
bat associated cyclovirus 6	1987731	rhinolophus pusillus	3633429	0
bat associated cyclovirus 7	1987732	rhinolophus ferrumequinum	3494231	0
bat associated cyclovirus 8	1987733	rhinolophus pusillus	3633429	0
bat associated cyclovirus 9	1987734	tylonycteris pachypus	3723903	0
bat astrovirus	26205112	coleura afra	24566340	0
bat astrovirus	26205112	eptesicus serotinus	3494185	0
bat astrovirus	26205112	hipposideros caffer	3759833	0
bat astrovirus	26205112	hipposideros gigas	4004754	0
bat astrovirus	26205112	hypsugo savii	3581341	0
bat astrovirus	26205112	miniopterus inflatus	3690113	0
bat astrovirus	26205112	myotis emarginatus	3581331	0
bat astrovirus	26205112	myotis fimbriatus	3895733	0
bat astrovirus	26205112	myotis mystacinus	3581329	0
bat astrovirus	26205112	myotis pequinius	3841375	0
bat astrovirus	26205112	myotis ricketti	3673960	0
bat astrovirus	26205112	nyctalus noctula	3479708	0
bat astrovirus	26205112	pipistrellus nathusii	3494219	0
bat astrovirus	26205112	pipistrellus pipistrellus	3494221	0
bat astrovirus	26205112	rhinolophus hipposideros	3524426	0
bat astrovirus	26205112	rousettus aegyptiacus	3433255	0
bat astrovirus	26205112	tadarida brasiliensis	3433309	0
bat astrovirus	26205112	vespertilio murinus	3494243	0
bat astrovirus 1	3977363	miniopterus magnater	3883825	0
bat astrovirus 1	3977363	miniopterus pusillus	3723878	0
bat astrovirus 1	3977363	miniopterus schreibersii	3433300	0
bat astrovirus 1	3977363	myotis chinensis	3693784	0
bat astrovirus 1	3977363	myotis horsfieldii	3614650	0
bat astrovirus 1	3977363	myotis ricketti	3673960	0
bat astrovirus 1	3977363	pipistrellus abramus	3573948	0
bat astrovirus 1	3977363	rhinolophus rouxii	3546012	0
bat bastrovirus	2169486	eidolon helvum	3524418	0
bat betacoronavirus	26205114	eidolon helvum	3524418	1
bat betacoronavirus	26205114	eonycteris spelaea	3491732	1
bat betacoronavirus	26205114	eptesicus nilssonii	3494183	1
bat betacoronavirus	26205114	neoromicia capensis	3583804	1
bat betacoronavirus	26205114	pipistrellus hesperidus	3752881	1
bat betaherpesvirus 2	4051168	miniopterus fuliginosus	3658570	0
bat bocavirus	26205118	aselliscus stoliczkanus	3659997	0
bat bocavirus	26205118	miniopterus fuliginosus	3658570	0
bat bocavirus	26205118	rhinolophus ferrumequinum	3494231	0
bat bornavirus	26205120	myotis nattereri	3581333	0
bat bornavirus	26205120	pipistrellus pipistrellus	3494221	0
bat calicivirus	26205122	mops condylurus	3723809	0
bat calicivirus	26205122	myotis myotis	3479704	0
bat calicivirus	26205122	rhinolophus ferrumequinum	3494231	0
bat calicivirus	26205122	rhinolophus sinicus	3546014	0
bat calicivirus	26205122	rousettus aegyptiacus	3433255	0
bat calicivirus a10	2184710	pipistrellus subflavus	3441141	0
bat circovirus	26205124	eptesicus serotinus	3494185	0
bat circovirus	26205124	hipposideros armiger	3658554	0
bat circovirus	26205124	miniopterus fuliginosus	3658570	0
bat circovirus	26205124	murina leucogaster	3658580	0
bat circovirus	26205124	myotis blythii	3581335	0
bat circovirus	26205124	myotis fimbriatus	3895733	0
bat circovirus	26205124	myotis pequinius	3841375	0
bat circovirus	26205124	myotis ricketti	3673960	0
bat circovirus	26205124	plecotus auritus	3498351	0
bat circovirus	26205124	rhinolophus ferrumequinum	3494231	0
bat circovirus	26205124	rhinolophus hipposideros	3524426	0
bat circovirus	26205124	rhinolophus pusillus	3633429	0
bat circovirus	26205124	tylonycteris pachypus	3723903	0
bat circovirus	26205124	vespertilio sinensis	3573905	0
bat coroanvirus hpbtcov/3740-1	26611328	hipposideros pomona	3789045	1
bat coroanvirus mfulbtcov/3709	26611330	miniopterus fuliginosus	3658570	1
bat coroanvirus msbtcov/4001-1	26611332	miniopterus schreibersii	3433300	1
bat coroanvirus msbtcov/4001-2	26611334	miniopterus schreibersii	3433300	1
bat coroanvirus rabtcov/4307-2	26611336	rhinolophus affinis	3494227	1
bat coronavirus	26205126	chaerephon leucogaster	3984576	1
bat coronavirus	26205126	cynopterus brachyotis	3491724	1
bat coronavirus	26205126	cynopterus sphinx	3433241	1
bat coronavirus	26205126	eidolon helvum	3524418	1
bat coronavirus	26205126	eonycteris spelaea	3491732	1
bat coronavirus	26205126	eptesicus japonensis	2080586	1
bat coronavirus	26205126	eptesicus serotinus	3494185	1
bat coronavirus	26205126	glossophaga soricina	3441094	1
bat coronavirus	26205126	hipposideros armiger	3658554	1
bat coronavirus	26205126	hipposideros caffer	3759833	1
bat coronavirus	26205126	hipposideros cf. ruber	25934481	1
bat coronavirus	26205126	hipposideros cineraceus	3734421	1
bat coronavirus	26205126	hipposideros gigas	4004754	1
bat coronavirus	26205126	hipposideros larvatus	3647848	1
bat coronavirus	26205126	hipposideros lekaguli	25934289	1
bat coronavirus	26205126	hypsugo alaschanicus	24583115	1
bat coronavirus	26205126	ia io	3813108	1
bat coronavirus	26205126	megaderma lyra	3433266	1
bat coronavirus	26205126	megaerops kusnotoi	3825296	1
bat coronavirus	26205126	miniopterus magnater	3883825	1
bat coronavirus	26205126	miniopterus minor	3690112	1
bat coronavirus	26205126	miniopterus pusillus	3723878	1
bat coronavirus	26205126	miniopterus schreibersii	3433300	1
bat coronavirus	26205126	molossus molossus	3441068	1
bat coronavirus	26205126	molossus rufus	3601708	1
bat coronavirus	26205126	mops condylurus	3723809	1
bat coronavirus	26205126	murina leucogaster	3658580	1
bat coronavirus	26205126	myotis dasycneme	3632930	1
bat coronavirus	26205126	myotis daubentonii	3563007	1
bat coronavirus	26205126	myotis davidii	3693785	1
bat coronavirus	26205126	myotis emarginatus	3581331	1
bat coronavirus	26205126	myotis fimbriatus	3895733	1
bat coronavirus	26205126	myotis ikonnikovi	3629925	1
bat coronavirus	26205126	myotis lucifugus	3494202	1
bat coronavirus	26205126	myotis macrodactylus	3658577	1
bat coronavirus	26205126	myotis macropus	3614652	1
bat coronavirus	26205126	myotis myotis	3479704	1
bat coronavirus	26205126	myotis nattereri	3581333	1
bat coronavirus	26205126	myotis oxygnathus	3859431	1
bat coronavirus	26205126	myotis pequinius	3841375	1
bat coronavirus	26205126	myotis petax	3959181	1
bat coronavirus	26205126	myotis ricketti	3673960	1
bat coronavirus	26205126	myotis siligorensis	3723884	1
bat coronavirus	26205126	otomops martiensseni	3723813	1
bat coronavirus	26205126	phyllostomus discolor	3546499	1
bat coronavirus	26205126	pipistrellus abramus	3573948	1
bat coronavirus	26205126	pipistrellus hesperidus	3752881	1
bat coronavirus	26205126	pipistrellus kuhlii	3494218	1
bat coronavirus	26205126	pipistrellus pipistrellus	3494221	1
bat coronavirus	26205126	pipistrellus pygmaeus	3712647	1
bat coronavirus	26205126	plecotus auritus	3498351	1
bat coronavirus	26205126	pteropus lylei	3639202	1
bat coronavirus	26205126	pteropus rufus	3666970	1
bat coronavirus	26205126	rhinolophus affinis	3494227	1
bat coronavirus	26205126	rhinolophus cornutus	3666969	1
bat coronavirus	26205126	rhinolophus ferrumequinum	3494231	1
bat coronavirus	26205126	rhinolophus macrotis	3667523	1
bat coronavirus	26205126	rhinolophus pearsonii	3660000	1
bat coronavirus	26205126	rhinolophus pusillus	3633429	1
bat coronavirus	26205126	rhinolophus shameli	4016525	1
bat coronavirus	26205126	rhinolophus sinicus	3546014	1
bat coronavirus	26205126	rousettus aegyptiacus	3433255	1
bat coronavirus	26205126	rousettus leschenaultii	3433257	1
bat coronavirus	26205126	scotophilus heathii	3632943	1
bat coronavirus	26205126	scotophilus kuhlii	3627544	1
bat coronavirus	26205126	taphozous melanopogon	3658566	1
bat coronavirus	26205126	taphozous perforatus	25934381	1
bat coronavirus	26205126	tylonycteris pachypus	3723903	1
bat coronavirus	26205126	vespertilio sinensis	3573905	1
bat coronavirus 1	2042696	hipposideros lekaguli	25934289	1
bat coronavirus 1	2042696	miniopterus fuliginosus	3658570	1
bat coronavirus 1	2042696	miniopterus magnater	3883825	1
bat coronavirus 1	2042696	miniopterus schreibersii	3433300	1
bat coronavirus 1	2042696	myotis ricketti	3673960	1
bat coronavirus 1	2042696	rhinolophus coelophyllus	4168115	1
bat coronavirus 1a	3843009	miniopterus fuliginosus	3658570	1
bat coronavirus 1b br98-19/bgr/2008	4165587	rhinolophus euryale	3581323	1
bat coronavirus 2231/philippines/2010	26611338	hipposideros diadema	3494187	1
bat coronavirus 2265/philippines/2010	26611340	ptenochirus jagori	3609050	1
bat coronavirus 2b br98-19/bgr/2008	4165588	rhinolophus euryale	3581323	1
bat coronavirus a977/a970	2042700	rhinolophus ferrumequinum	3494231	1
bat coronavirus anhui/911/2005	3838763	miniopterus schreibersii	3433300	1
bat coronavirus ank011f	26205128	pteropus rufus	3666970	1
bat coronavirus ank036f	26205130	pteropus rufus	3666970	1
bat coronavirus ank045f	26205132	pteropus rufus	3666970	1
bat coronavirus ank047f	26205134	pteropus rufus	3666970	1
bat coronavirus ank081f	26205136	pteropus rufus	3666970	1
bat coronavirus art.lit/1816/bra/2010	26611342	artibeus lituratus	3441090	1
bat coronavirus art.lit/2064/bra/2011	26611344	artibeus lituratus	3441090	1
bat coronavirus art.lit/2294/bra/2012	26611346	artibeus lituratus	3441090	1
bat coronavirus bb98-15/bgr/2008	4165556	rhinolophus blasii	3954103	1
bat coronavirus bb98-16/bgr/2008	4165557	rhinolophus blasii	3954103	1
bat coronavirus bb98-18/bgr/2008	4165558	rhinolophus blasii	3954103	1
bat coronavirus bb98-41/bgr/2008	4165559	rhinolophus blasii	3954103	1
bat coronavirus bb98-43/bgr/2008	4165560	rhinolophus euryale	3581323	1
bat coronavirus bem001f	26205138	pteropus rufus	3666970	1
bat coronavirus bem003f	26205140	pteropus rufus	3666970	1
bat coronavirus bem070f	26205142	pteropus rufus	3666970	1
bat coronavirus bem073f	26205144	pteropus rufus	3666970	1
bat coronavirus bem074f	26205146	pteropus rufus	3666970	1
bat coronavirus bem077f	26205148	pteropus rufus	3666970	1
bat coronavirus bm48-12/bgr/2008	4165561	rhinolophus euryale	3581323	1
bat coronavirus bm48-28/bgr/2008	4165562	rhinolophus ferrumequinum	3494231	1
bat coronavirus bm48-31/bgr/2008	4165563	rhinolophus blasii	3954103	1
bat coronavirus bm48-32/bgr/2008	4165564	rhinolophus mehelyi	3797061	1
bat coronavirus bm48-34/bgr/2008	4165565	rhinolophus ferrumequinum	3494231	1
bat coronavirus bm48-35/bgr/2008	4165566	rhinolophus ferrumequinum	3494231	1
bat coronavirus bm48-39/bgr/2008	4165567	rhinolophus blasii	3954103	1
bat coronavirus bm48-48/bgr/2008	4165568	rhinolophus blasii	3954103	1
bat coronavirus bm98-01/bgr/2008	4165569	rhinolophus euryale	3581323	1
bat coronavirus bm98-05/bgr/2008	4165570	rhinolophus blasii	3954103	1
bat coronavirus bm98-05/bgr/2008	4165570	rhinolophus euryale	3581323	1
bat coronavirus bm98-07/bgr/2008	4165571	rhinolophus mehelyi	3797061	1
bat coronavirus bm98-13/bgr/2008	4165572	rhinolophus euryale	3581323	1
bat coronavirus bm98-65/bgr/2008	4165573	rhinolophus blasii	3954103	1
bat coronavirus bnm98-29/bgr/2008	4165574	rhinolophus ferrumequinum	3494231	1
bat coronavirus bnm98-30/bgr/2008	4165575	nyctalus leisleri	3494206	1
bat coronavirus br98-12/bgr/2008	4165576	rhinolophus blasii	3954103	1
bat coronavirus br98-14/bgr/2008	4165577	miniopterus schreibersii	3433300	1
bat coronavirus br98-18/bgr/2008	4165578	miniopterus schreibersii	3433300	1
bat coronavirus br98-30/bgr/2008	4165579	miniopterus schreibersii	3433300	1
bat coronavirus br98-31/bgr/2008	4165580	miniopterus schreibersii	3433300	1
bat coronavirus br98-37/bgr/2008	4165581	miniopterus schreibersii	3433300	1
bat coronavirus br98-40/bgr/2008	4165582	miniopterus schreibersii	3433300	1
bat coronavirus br98-52/bgr/2008	4165583	miniopterus schreibersii	3433300	1
bat coronavirus br98-53/bgr/2008	4165584	miniopterus schreibersii	3433300	1
bat coronavirus br98-55/bgr/2008	4165585	miniopterus schreibersii	3433300	1
bat coronavirus btcov/8-691/pip_nat/rou/2009	26611348	pipistrellus nathusii	3494219	1
bat coronavirus car.per/1514/bra/2011	26611354	carollia perspicillata	3460457	1
bat coronavirus car.per/1516/bra/2011	26611356	carollia perspicillata	3460457	1
bat coronavirus car.per/1599/bra/2012	26611358	carollia perspicillata	3460457	1
bat coronavirus car/p 25/2009	26611360	micropteropus pusillus	3524457	1
bat coronavirus car/p 31/2009	26611362	micropteropus pusillus	3524457	1
bat coronavirus dr/2007	3921762	desmodus rotundus	3433294	1
bat coronavirus eum.gla/242/bra/2013	26611366	eumops glaucinus	3441062	1
bat coronavirus fujian/773/2005	3838748	miniopterus schreibersii	3433300	1
bat coronavirus gabon/292/2009	26611368	hipposideros caffer	3759833	1
bat coronavirus gabon/390/2009	26611370	hipposideros caffer	3759833	1
bat coronavirus gabon/391/2009	26611372	hipposideros caffer	3759833	1
bat coronavirus gccdc1	2126098	eonycteris spelaea	3491732	1
bat coronavirus glo.sor/100/bra/2014	26611374	glossophaga soricina	3441094	1
bat coronavirus hipposideros/kt/thailand/2007	24565521	hipposideros larvatus	3647848	1
bat coronavirus hipposideros/ratcha-67/tha/2007	24598357	hipposideros armiger	3658554	1
bat coronavirus hipposideros/ratcha-67/tha/2007	24598357	hipposideros larvatus	3647848	1
bat coronavirus hku10	26205152	hipposideros pomona	3789045	1
bat coronavirus hku10	26205152	rousettus leschenaultii	3433257	1
bat coronavirus hku6	3842332	miniopterus fuliginosus	3658570	1
bat coronavirus hku6	3842332	myotis ricketti	3673960	1
bat coronavirus hku6	3842332	nyctalus plancyi	3826356	1
bat coronavirus hpbtcov/3723	26611376	hipposideros pomona	3789045	1
bat coronavirus hpbtcov/3740-2	26611378	hipposideros pomona	3789045	1
bat coronavirus ifb2012-13f	26205154	dobsonia moluccensis	3463899	1
bat coronavirus ifb2012-17f	26205156	dobsonia moluccensis	3463899	1
bat coronavirus ifb2012-8f	26205158	dobsonia moluccensis	3463899	1
bat coronavirus m.aus/australia/cov088/2007	3979359	miniopterus australis	3595182	1
bat coronavirus m.aus/australia/cov132/2007	3979361	miniopterus australis	3595182	1
bat coronavirus m.aus/australia/cov180/1996	3979363	miniopterus australis	3595182	1
bat coronavirus m.bech/ger/8355/2014	26611380	myotis bechsteinii	3494200	1
bat coronavirus m.daubentonii/uk/wyt/962a	26611382	myotis daubentonii	3563007	1
bat coronavirus m.daubentonii/uk/wyt/964co	26611384	myotis daubentonii	3563007	1
bat coronavirus m.daubentonii/uk/wyt/971co	26611386	myotis daubentonii	3563007	1
bat coronavirus m.daubentonii/uk/wyt/972a	26611388	myotis daubentonii	3563007	1
bat coronavirus m.daubentonii/uk/wyt/991c	26611390	myotis daubentonii	3563007	1
bat coronavirus m.ful/japan/01/2009	4248973	miniopterus fuliginosus	3658570	1
bat coronavirus m.ful/japan/01/2010	4248975	miniopterus fuliginosus	3658570	1
bat coronavirus m.ful/japan/02/2009	4248974	miniopterus fuliginosus	3658570	1
bat coronavirus m.ful/japan/02/2010	4248976	miniopterus fuliginosus	3658570	1
bat coronavirus m.ful/japan/03/2009	24621532	miniopterus fuliginosus	3658570	1
bat coronavirus m.ful/japan/03/2010	4248977	miniopterus fuliginosus	3658570	1
bat coronavirus m.ful/japan/04/2010	24621533	miniopterus fuliginosus	3658570	1
bat coronavirus m.mac/australia/cov034/2008	3979358	myotis macropus	3614652	1
bat coronavirus m.nat/ger/3856/2014	26611392	myotis nattereri	3581333	1
bat coronavirus m.nat/ger/533a/2014	26611394	myotis nattereri	3581333	1
bat coronavirus m.nat/ger/f0bf/2014	26611396	myotis nattereri	3581333	1
bat coronavirus m.nattereri/uk/sav/1088a	26611398	myotis nattereri	3581333	1
bat coronavirus m.nattereri/uk/sav/1089b	26611400	myotis nattereri	3581333	1
bat coronavirus m.nattereri/uk/sav/1091c	26611402	myotis nattereri	3581333	1
bat coronavirus m.nattereri/uk/sav/1092b	26611404	myotis nattereri	3581333	1
bat coronavirus m.nattereri/uk/sav/1095a	26611406	myotis nattereri	3581333	1
bat coronavirus m.nattereri/uk/sav/1106a	26611408	myotis nattereri	3581333	1
bat coronavirus m.nattereri/uk/sav/1108a	26611410	myotis nattereri	3581333	1
bat coronavirus m.nattereri/uk/wyt/1011a	26611412	myotis nattereri	3581333	1
bat coronavirus m.nattereri/uk/wyt/1012b	26611414	myotis nattereri	3581333	1
